feature,importance
item_appearance_mean,0.07130178246186736
item_appearance_max,0.04924369042507099
seconds_diff_q1,0.03594852105846925
g_depth_2_density_0,0.035157194198200126
users_sharing_20%+,0.033155646642264
users_sharing_2,0.03294275834871305
seconds_diff_q2,0.03282390427072032
seconds_diff_max,0.03275844910467343
g_depth_3_density_0,0.032067980135014044
g_depth_3_density_2,0.031246507633602795
users_sharing_30%+,0.03102644626238867
users_sharing_1,0.03093969833843831
g_depth_3_edges_2,0.03077919181725535
g_depth_3_edges_0,0.030149687074936822
g_depth_3_vertices,0.029900075588607456
g_depth_3_edges_1,0.02950798461632259
users_sharing_1+,0.027955110282318292
g_depth_3_possible_edges_0,0.02770197096270486
ds_price_q3,0.026684213261957374
ds_price_q1,0.026059038726260465
ds_price_mean,0.025958626549330212
ds_price_q2,0.025888304799950742
ds_price_max,0.023865330942700554
ds_price_min,0.023845736029560572
ds_gender_top_count,0.01979954263417772
users_sharing_3,0.01791099858584557
unique_items,0.01774056974187872
ds_category2_top_count,0.016801474979764103
ds_category3_top_count_normalized,0.01600798982299936
ds_brand_price_level_top_count_normalized,0.015685186935155998
ds_color_top_count_normalized,0.014985784305371478
ds_category4_top_count,0.014375604849288128
ds_category4_top_count_normalized,0.013705591973216387
ds_color_top_count,0.013658107328243853
ds_brand_top_count,0.011299691233260432
ds_category_last_nunique,0.008281550066441167
ds_category_full_nunique,0.008242695264155966
ds_category1_top_count_normalized,0.007609289708575302
ds_category4_nunique,0.006217337232084334
ds_category2_nunique,0.005411204665892894
users_sharing_5,0.0047947059573295574
users_sharing_6+,0.003712917384213456
ds_gender_nunique,0.0018008414998357384
users_sharing_7+,0.0014472568048113572
users_sharing_7,0.0013010381693513416
users_sharing_8+,0.0009022436432044242
users_sharing_9+,0.0005731493452987958
users_sharing_10+,0.0004889000760189216
users_sharing_9,0.0003384782622573423
