feature,importance
item_appearance_q3,0.08143865068050146
item_appearance_min,0.04468202317653912
users_sharing_20%+,0.04367854893931627
users_sharing_30%+,0.04161480568795458
item_appearance_max,0.03995540762714304
seconds_diff_min,0.03685487198656542
g_depth_3_edges_0,0.035248057633960335
users_sharing_50%+,0.032940735448047306
users_sharing_40%+,0.03209569430491134
g_depth_3_vertices,0.030637658384132592
g_depth_3_possible_edges_1,0.029259757935277256
g_depth_3_density_0,0.02920896755747073
seconds_diff_max,0.02839894932241172
seconds_diff_q2,0.027631864881801013
g_depth_3_density_1,0.027430786325587837
g_depth_3_density_2,0.026817485500799917
ds_price_max,0.026799784914601017
seconds_diff_q3,0.025997446333571022
g_depth_2_edges_0,0.02517303416145852
ds_price_min,0.02484210985992783
users_sharing_80%+,0.02477452823868236
ds_price_q2,0.024745070229685452
g_depth_2_possible_edges_1,0.024662981396161295
users_sharing_2,0.02438629101662968
users_sharing_2+,0.023056524016162393
ds_category3_top_count,0.020323918162392922
users_sharing_100%+,0.01945417359173534
ds_category1_top_count,0.018034421890733496
users_sharing_3,0.014221187504719035
ds_color_top_count,0.014149822080609218
ds_category_full_top_count,0.013940168731629503
ds_brand_price_level_top_count_normalized,0.011978139076615442
ds_category_last_top_count,0.011976814307734134
ds_category4_top_count_normalized,0.00933773327159536
ds_brand_nunique,0.009184749961819056
ds_category2_top_count_normalized,0.00911700368184097
ds_category_full_nunique,0.008720382785097564
users_sharing_4,0.006816103051417857
ds_gender_top_count_normalized,0.005731387410747546
users_sharing_5+,0.0033438416556841833
ds_brand_price_level_nunique,0.002881078768439008
users_sharing_5,0.0028738169580609842
users_sharing_6+,0.0018706058588185393
users_sharing_6,0.0016675782455435812
users_sharing_7+,0.0009881619940688548
users_sharing_8+,0.0005293143344844333
users_sharing_9+,0.00032917732394325877
users_sharing_9,0.00019838379297018607
