feature,importance
item_appearance_mean,0.06484046081155297
item_appearance_q3,0.060818057696656096
item_appearance_q2,0.05007430316145448
seconds_diff_min,0.038873651980648
seconds_diff_q1,0.03559377515993633
seconds_diff_max,0.0346005559620533
g_depth_3_edges_2,0.03138348916936683
g_depth_3_vertices,0.02858631224761477
users_sharing_1,0.028101840233918686
users_sharing_10%+,0.02800511432691709
g_depth_3_density_1,0.027964625125667084
g_depth_2_density_0,0.02795818530307194
users_sharing_2+,0.027892950661984536
g_depth_3_density_2,0.02705353509533217
g_depth_3_possible_edges_0,0.026065063574865606
ds_price_q2,0.025907342110933894
ds_price_mean,0.025629053460413047
ds_price_q1,0.02557381880542057
ds_price_q3,0.02521357158973608
users_sharing_30%+,0.025031086797352275
users_sharing_1+,0.023425484175625674
ds_price_max,0.023015202279209994
g_depth_2_edges_1,0.022513064419643045
g_depth_2_edges_0,0.021127495175450036
users_sharing_3,0.015466222613407047
ds_category3_top_count,0.015155065711375882
ds_category_full_top_count_normalized,0.014911681473010014
ds_category3_top_count_normalized,0.014344911586914585
users_sharing_80%+,0.014114375774718689
ds_color_top_count_normalized,0.013914739514057035
users_sharing_100%+,0.013686955068518683
users_sharing_70%+,0.01337825662560063
ds_category1_top_count,0.01318370942194376
unique_items,0.011864847990655417
ds_gender_top_count,0.011765195075757781
ds_category2_top_count_normalized,0.011248040969163754
ds_color_top_count,0.010968759215829073
ds_category4_top_count,0.0105874003217827
ds_category_last_top_count,0.010255331025672448
ds_gender_top_count_normalized,0.009376363149061687
ds_brand_top_count,0.008749509151969752
ds_brand_nunique,0.00823000032336218
users_sharing_5+,0.005410451582642313
ds_category2_nunique,0.0050101925881164576
ds_brand_price_level_nunique,0.0031801483946200617
users_sharing_6,0.0030816454768568856
users_sharing_7,0.0019687842908361237
ds_category1_nunique,0.0018315744735272028
users_sharing_10+,0.001187797933232844
users_sharing_9+,0.001112076205648523
users_sharing_9,0.0007679247168939247
