mask,performance,algorithms,features_included,features_excluded,n_algorithms,n_features_included,n_features_excluded
"[0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 0 0 1
 0 1 0 0 1 1 0 0 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1
 1 0 0 0 0 0 1 0 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 1 1]",0.05243184804698406,['bpr' 'userknn'],"['users_sharing_10%+' 'users_sharing_4' 'users_sharing_40%+'
 'users_sharing_5+' 'users_sharing_50%+' 'users_sharing_6'
 'users_sharing_60%+' 'users_sharing_7' 'users_sharing_7+'
 'users_sharing_8+' 'users_sharing_80%+' 'users_sharing_9'
 'users_sharing_9+' 'users_sharing_90%+' 'users_sharing_10'
 'item_appearance_q1' 'item_appearance_q3' 'item_appearance_max'
 'g_depth_2_edges_1' 'g_depth_2_edges_0' 'g_depth_2_density_0'
 'g_depth_2_possible_edges_1' 'g_depth_2_density_1' 'g_depth_3_edges_1'
 'g_depth_3_density_0' 'g_depth_3_density_1' 'g_depth_3_possible_edges_2'
 'g_depth_3_density_2' 'seconds_diff_min' 'seconds_diff_mean'
 'seconds_diff_q1' 'seconds_diff_q2' 'ds_price_min' 'ds_price_mean'
 'ds_price_q1' 'ds_price_q3' 'ds_brand_nunique' 'ds_brand_top_count'
 'ds_brand_top_count_normalized' 'ds_brand_price_level_nunique'
 'ds_category1_nunique' 'ds_category1_top_count_normalized'
 'ds_category2_nunique' 'ds_category2_top_count' 'ds_category3_top_count'
 'ds_category3_top_count_normalized' 'ds_category4_top_count'
 'ds_category_last_nunique' 'ds_color_top_count'
 'ds_color_top_count_normalized']","['unique_items' 'users_sharing_1' 'users_sharing_1+' 'users_sharing_2'
 'users_sharing_2+' 'users_sharing_20%+' 'users_sharing_3'
 'users_sharing_3+' 'users_sharing_30%+' 'users_sharing_4+'
 'users_sharing_5' 'users_sharing_6+' 'users_sharing_70%+'
 'users_sharing_8' 'users_sharing_10+' 'users_sharing_100%+'
 'item_appearance_q2' 'item_appearance_mean' 'item_appearance_min'
 'g_depth_3_edges_2' 'g_depth_2_vertices' 'g_depth_2_possible_edges_0'
 'g_depth_3_vertices' 'g_depth_3_edges_0' 'g_depth_3_possible_edges_0'
 'g_depth_3_possible_edges_1' 'seconds_diff_max' 'seconds_diff_q3'
 'ds_price_max' 'ds_price_q2' 'ds_brand_price_level_top_count'
 'ds_brand_price_level_top_count_normalized' 'ds_category_full_nunique'
 'ds_category_full_top_count' 'ds_category_full_top_count_normalized'
 'ds_category1_top_count' 'ds_category2_top_count_normalized'
 'ds_category3_nunique' 'ds_category4_nunique'
 'ds_category4_top_count_normalized' 'ds_category_last_top_count'
 'ds_category_last_top_count_normalized' 'ds_gender_nunique'
 'ds_gender_top_count' 'ds_gender_top_count_normalized' 'ds_color_nunique']",2,50,46
"[1 0 1 1 1 1 0 0 0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 0 0
 1 0 0 1 0 1 0 1 1 0 0 1 1 0 0 1 0 0 1 1 1 0 0 1 1 1 0 0 1 0 0 0 1 0 1 0 1
 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1]",0.05698585431308225,['als' 'itemknn' 'userknn' 'popular'],"['unique_items' 'users_sharing_2+' 'users_sharing_3' 'users_sharing_3+'
 'users_sharing_4' 'users_sharing_4+' 'users_sharing_5' 'users_sharing_5+'
 'users_sharing_50%+' 'users_sharing_6+' 'users_sharing_60%+'
 'users_sharing_8+' 'users_sharing_9' 'users_sharing_9+'
 'users_sharing_10+' 'item_appearance_q2' 'item_appearance_min'
 'g_depth_2_edges_1' 'g_depth_2_vertices' 'g_depth_2_edges_0'
 'g_depth_2_possible_edges_1' 'g_depth_2_density_1' 'g_depth_3_edges_1'
 'g_depth_3_possible_edges_1' 'g_depth_3_density_1'
 'g_depth_3_possible_edges_2' 'seconds_diff_max' 'seconds_diff_mean'
 'seconds_diff_q1' 'ds_price_min' 'ds_price_q2' 'ds_brand_nunique'
 'ds_brand_top_count_normalized' 'ds_brand_price_level_nunique'
 'ds_brand_price_level_top_count_normalized' 'ds_category_full_nunique'
 'ds_category_full_top_count' 'ds_category_full_top_count_normalized'
 'ds_category1_top_count' 'ds_category1_top_count_normalized'
 'ds_category2_top_count' 'ds_category2_top_count_normalized'
 'ds_category4_nunique' 'ds_category4_top_count_normalized'
 'ds_category_last_nunique' 'ds_gender_nunique' 'ds_gender_top_count'
 'ds_gender_top_count_normalized' 'ds_color_nunique'
 'ds_color_top_count_normalized']","['users_sharing_1' 'users_sharing_1+' 'users_sharing_10%+'
 'users_sharing_2' 'users_sharing_20%+' 'users_sharing_30%+'
 'users_sharing_40%+' 'users_sharing_6' 'users_sharing_7'
 'users_sharing_7+' 'users_sharing_70%+' 'users_sharing_8'
 'users_sharing_80%+' 'users_sharing_90%+' 'users_sharing_10'
 'users_sharing_100%+' 'item_appearance_q1' 'item_appearance_q3'
 'item_appearance_mean' 'item_appearance_max' 'g_depth_3_edges_2'
 'g_depth_2_possible_edges_0' 'g_depth_2_density_0' 'g_depth_3_vertices'
 'g_depth_3_edges_0' 'g_depth_3_possible_edges_0' 'g_depth_3_density_0'
 'g_depth_3_density_2' 'seconds_diff_min' 'seconds_diff_q2'
 'seconds_diff_q3' 'ds_price_max' 'ds_price_mean' 'ds_price_q1'
 'ds_price_q3' 'ds_brand_top_count' 'ds_brand_price_level_top_count'
 'ds_category1_nunique' 'ds_category2_nunique' 'ds_category3_nunique'
 'ds_category3_top_count' 'ds_category3_top_count_normalized'
 'ds_category4_top_count' 'ds_category_last_top_count'
 'ds_category_last_top_count_normalized' 'ds_color_top_count']",4,50,46
"[1 0 1 0 1 0 0 0 1 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 0 1 0
 0 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 1 1 0 1 0 1 1 0 1 0 0 0 0
 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1]",0.059189063942445934,['als' 'itemknn' 'popular'],"['users_sharing_10%+' 'users_sharing_2' 'users_sharing_20%+'
 'users_sharing_3' 'users_sharing_3+' 'users_sharing_30%+'
 'users_sharing_4+' 'users_sharing_5' 'users_sharing_5+'
 'users_sharing_6+' 'users_sharing_60%+' 'users_sharing_7+'
 'users_sharing_8' 'users_sharing_8+' 'users_sharing_80%+'
 'users_sharing_9' 'users_sharing_9+' 'users_sharing_100%+'
 'item_appearance_q3' 'item_appearance_mean' 'item_appearance_max'
 'g_depth_3_edges_2' 'g_depth_2_vertices' 'g_depth_2_density_0'
 'g_depth_2_possible_edges_1' 'g_depth_3_vertices' 'g_depth_3_edges_1'
 'g_depth_3_possible_edges_0' 'g_depth_3_density_0'
 'g_depth_3_possible_edges_2' 'seconds_diff_min' 'seconds_diff_max'
 'seconds_diff_mean' 'seconds_diff_q1' 'seconds_diff_q3' 'ds_price_max'
 'ds_price_mean' 'ds_price_q2' 'ds_brand_price_level_nunique'
 'ds_brand_price_level_top_count'
 'ds_brand_price_level_top_count_normalized'
 'ds_category_full_top_count_normalized' 'ds_category1_nunique'
 'ds_category1_top_count' 'ds_category1_top_count_normalized'
 'ds_category2_nunique' 'ds_category2_top_count' 'ds_category3_nunique'
 'ds_category3_top_count' 'ds_category4_nunique' 'ds_category4_top_count'
 'ds_gender_nunique' 'ds_gender_top_count_normalized'
 'ds_color_top_count_normalized']","['unique_items' 'users_sharing_1' 'users_sharing_1+' 'users_sharing_2+'
 'users_sharing_4' 'users_sharing_40%+' 'users_sharing_50%+'
 'users_sharing_6' 'users_sharing_7' 'users_sharing_70%+'
 'users_sharing_90%+' 'users_sharing_10' 'users_sharing_10+'
 'item_appearance_q1' 'item_appearance_q2' 'item_appearance_min'
 'g_depth_2_edges_1' 'g_depth_2_edges_0' 'g_depth_2_possible_edges_0'
 'g_depth_2_density_1' 'g_depth_3_edges_0' 'g_depth_3_possible_edges_1'
 'g_depth_3_density_1' 'g_depth_3_density_2' 'seconds_diff_q2'
 'ds_price_min' 'ds_price_q1' 'ds_price_q3' 'ds_brand_nunique'
 'ds_brand_top_count' 'ds_brand_top_count_normalized'
 'ds_category_full_nunique' 'ds_category_full_top_count'
 'ds_category2_top_count_normalized' 'ds_category3_top_count_normalized'
 'ds_category4_top_count_normalized' 'ds_category_last_nunique'
 'ds_category_last_top_count' 'ds_category_last_top_count_normalized'
 'ds_gender_top_count' 'ds_color_nunique' 'ds_color_top_count']",3,54,42
"[1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0
 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 0 0 0 0 0 0 1 1
 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 0 0 1 0]",0.05997206216427275,['als' 'bpr' 'itemknn' 'userknn' 'popular'],"['users_sharing_1+' 'users_sharing_2' 'users_sharing_2+'
 'users_sharing_20%+' 'users_sharing_3+' 'users_sharing_30%+'
 'users_sharing_4+' 'users_sharing_5' 'users_sharing_6'
 'users_sharing_60%+' 'users_sharing_7' 'users_sharing_7+'
 'users_sharing_9' 'item_appearance_q2' 'item_appearance_q3'
 'item_appearance_mean' 'item_appearance_min' 'item_appearance_max'
 'g_depth_3_edges_2' 'g_depth_2_vertices' 'g_depth_2_possible_edges_0'
 'g_depth_2_density_0' 'g_depth_3_vertices' 'g_depth_3_edges_0'
 'g_depth_3_possible_edges_0' 'g_depth_3_possible_edges_1'
 'g_depth_3_possible_edges_2' 'seconds_diff_min' 'seconds_diff_max'
 'seconds_diff_mean' 'seconds_diff_q1' 'seconds_diff_q2' 'ds_price_min'
 'ds_brand_top_count' 'ds_brand_top_count_normalized'
 'ds_brand_price_level_nunique' 'ds_category_full_nunique'
 'ds_category1_top_count_normalized' 'ds_category3_top_count'
 'ds_category3_top_count_normalized' 'ds_category4_nunique'
 'ds_category4_top_count' 'ds_category_last_nunique'
 'ds_category_last_top_count' 'ds_category_last_top_count_normalized'
 'ds_gender_nunique' 'ds_gender_top_count' 'ds_color_top_count']","['unique_items' 'users_sharing_1' 'users_sharing_10%+' 'users_sharing_3'
 'users_sharing_4' 'users_sharing_40%+' 'users_sharing_5+'
 'users_sharing_50%+' 'users_sharing_6+' 'users_sharing_70%+'
 'users_sharing_8' 'users_sharing_8+' 'users_sharing_80%+'
 'users_sharing_9+' 'users_sharing_90%+' 'users_sharing_10'
 'users_sharing_10+' 'users_sharing_100%+' 'item_appearance_q1'
 'g_depth_2_edges_1' 'g_depth_2_edges_0' 'g_depth_2_possible_edges_1'
 'g_depth_2_density_1' 'g_depth_3_edges_1' 'g_depth_3_density_0'
 'g_depth_3_density_1' 'g_depth_3_density_2' 'seconds_diff_q3'
 'ds_price_max' 'ds_price_mean' 'ds_price_q1' 'ds_price_q2' 'ds_price_q3'
 'ds_brand_nunique' 'ds_brand_price_level_top_count'
 'ds_brand_price_level_top_count_normalized' 'ds_category_full_top_count'
 'ds_category_full_top_count_normalized' 'ds_category1_nunique'
 'ds_category1_top_count' 'ds_category2_nunique' 'ds_category2_top_count'
 'ds_category2_top_count_normalized' 'ds_category3_nunique'
 'ds_category4_top_count_normalized' 'ds_gender_top_count_normalized'
 'ds_color_nunique' 'ds_color_top_count_normalized']",5,48,48
"[0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1
 1 0 1 0 1 0 0 0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 1 1 1 1 0 0 1 0 0
 1 1 1 1 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0]",0.05459914878742535,['itemknn' 'popular'],"['unique_items' 'users_sharing_1+' 'users_sharing_10%+' 'users_sharing_4'
 'users_sharing_4+' 'users_sharing_40%+' 'users_sharing_5'
 'users_sharing_50%+' 'users_sharing_6+' 'users_sharing_60%+'
 'users_sharing_7' 'users_sharing_7+' 'users_sharing_70%+'
 'users_sharing_8' 'users_sharing_9' 'users_sharing_9+'
 'users_sharing_100%+' 'item_appearance_q1' 'item_appearance_q2'
 'item_appearance_mean' 'item_appearance_max' 'g_depth_2_edges_0'
 'g_depth_2_density_0' 'g_depth_2_possible_edges_1' 'g_depth_2_density_1'
 'g_depth_3_edges_1' 'g_depth_3_possible_edges_1' 'g_depth_3_density_2'
 'seconds_diff_max' 'seconds_diff_q3' 'ds_price_min' 'ds_price_max'
 'ds_price_mean' 'ds_price_q1' 'ds_brand_nunique'
 'ds_brand_price_level_nunique' 'ds_brand_price_level_top_count'
 'ds_brand_price_level_top_count_normalized' 'ds_category_full_nunique'
 'ds_category1_nunique' 'ds_category3_nunique' 'ds_category3_top_count'
 'ds_category3_top_count_normalized' 'ds_category4_nunique'
 'ds_category4_top_count' 'ds_category_last_nunique'
 'ds_category_last_top_count' 'ds_category_last_top_count_normalized'
 'ds_gender_top_count' 'ds_gender_top_count_normalized'
 'ds_color_top_count']","['users_sharing_1' 'users_sharing_2' 'users_sharing_2+'
 'users_sharing_20%+' 'users_sharing_3' 'users_sharing_3+'
 'users_sharing_30%+' 'users_sharing_5+' 'users_sharing_6'
 'users_sharing_8+' 'users_sharing_80%+' 'users_sharing_90%+'
 'users_sharing_10' 'users_sharing_10+' 'item_appearance_q3'
 'item_appearance_min' 'g_depth_2_edges_1' 'g_depth_3_edges_2'
 'g_depth_2_vertices' 'g_depth_2_possible_edges_0' 'g_depth_3_vertices'
 'g_depth_3_edges_0' 'g_depth_3_possible_edges_0' 'g_depth_3_density_0'
 'g_depth_3_density_1' 'g_depth_3_possible_edges_2' 'seconds_diff_min'
 'seconds_diff_mean' 'seconds_diff_q1' 'seconds_diff_q2' 'ds_price_q2'
 'ds_price_q3' 'ds_brand_top_count' 'ds_brand_top_count_normalized'
 'ds_category_full_top_count' 'ds_category_full_top_count_normalized'
 'ds_category1_top_count' 'ds_category1_top_count_normalized'
 'ds_category2_nunique' 'ds_category2_top_count'
 'ds_category2_top_count_normalized' 'ds_category4_top_count_normalized'
 'ds_gender_nunique' 'ds_color_nunique' 'ds_color_top_count_normalized']",2,51,45
"[1 1 0 0 0 0 0 1 1 1 0 1 1 1 0 1 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1
 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0
 1 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 1 1 1 0 1 0 1 1 1 0]",0.060708566531932705,['als' 'bpr'],"['users_sharing_1+' 'users_sharing_10%+' 'users_sharing_2'
 'users_sharing_20%+' 'users_sharing_3' 'users_sharing_3+'
 'users_sharing_4' 'users_sharing_40%+' 'users_sharing_5+'
 'users_sharing_50%+' 'users_sharing_60%+' 'users_sharing_7'
 'users_sharing_8' 'users_sharing_9+' 'users_sharing_90%+'
 'item_appearance_q1' 'item_appearance_q2' 'item_appearance_q3'
 'item_appearance_max' 'g_depth_2_edges_1' 'g_depth_3_edges_2'
 'g_depth_2_possible_edges_0' 'g_depth_2_possible_edges_1'
 'g_depth_2_density_1' 'g_depth_3_edges_0' 'g_depth_3_edges_1'
 'g_depth_3_possible_edges_0' 'g_depth_3_density_1' 'seconds_diff_mean'
 'ds_price_min' 'ds_price_q1' 'ds_price_q3' 'ds_brand_top_count'
 'ds_brand_price_level_nunique' 'ds_category_full_nunique'
 'ds_category2_nunique' 'ds_category2_top_count_normalized'
 'ds_category3_top_count' 'ds_category3_top_count_normalized'
 'ds_category4_top_count_normalized' 'ds_category_last_nunique'
 'ds_category_last_top_count' 'ds_gender_nunique'
 'ds_gender_top_count_normalized' 'ds_color_nunique' 'ds_color_top_count']","['unique_items' 'users_sharing_1' 'users_sharing_2+' 'users_sharing_30%+'
 'users_sharing_4+' 'users_sharing_5' 'users_sharing_6' 'users_sharing_6+'
 'users_sharing_7+' 'users_sharing_70%+' 'users_sharing_8+'
 'users_sharing_80%+' 'users_sharing_9' 'users_sharing_10'
 'users_sharing_10+' 'users_sharing_100%+' 'item_appearance_mean'
 'item_appearance_min' 'g_depth_2_vertices' 'g_depth_2_edges_0'
 'g_depth_2_density_0' 'g_depth_3_vertices' 'g_depth_3_density_0'
 'g_depth_3_possible_edges_1' 'g_depth_3_possible_edges_2'
 'g_depth_3_density_2' 'seconds_diff_min' 'seconds_diff_max'
 'seconds_diff_q1' 'seconds_diff_q2' 'seconds_diff_q3' 'ds_price_max'
 'ds_price_mean' 'ds_price_q2' 'ds_brand_nunique'
 'ds_brand_top_count_normalized' 'ds_brand_price_level_top_count'
 'ds_brand_price_level_top_count_normalized' 'ds_category_full_top_count'
 'ds_category_full_top_count_normalized' 'ds_category1_nunique'
 'ds_category1_top_count' 'ds_category1_top_count_normalized'
 'ds_category2_top_count' 'ds_category3_nunique' 'ds_category4_nunique'
 'ds_category4_top_count' 'ds_category_last_top_count_normalized'
 'ds_gender_top_count' 'ds_color_top_count_normalized']",2,46,50
"[1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1
 1 0 0 0 0 0 0 0 1 0 1 1 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 0 1 1 0
 1 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 1 1 0]",0.058301173845075216,['als' 'bpr' 'itemknn' 'userknn'],"['unique_items' 'users_sharing_1+' 'users_sharing_2' 'users_sharing_2+'
 'users_sharing_20%+' 'users_sharing_3+' 'users_sharing_5'
 'users_sharing_5+' 'users_sharing_60%+' 'users_sharing_7'
 'users_sharing_7+' 'users_sharing_70%+' 'users_sharing_8+'
 'users_sharing_9' 'users_sharing_9+' 'users_sharing_10'
 'users_sharing_10+' 'users_sharing_100%+' 'item_appearance_q1'
 'item_appearance_q2' 'g_depth_2_edges_0' 'g_depth_2_density_0'
 'g_depth_2_possible_edges_1' 'g_depth_2_density_1' 'g_depth_3_edges_0'
 'g_depth_3_edges_1' 'g_depth_3_possible_edges_0' 'g_depth_3_density_1'
 'seconds_diff_min' 'seconds_diff_q1' 'ds_price_max' 'ds_price_mean'
 'ds_price_q1' 'ds_brand_nunique' 'ds_brand_top_count'
 'ds_brand_price_level_nunique'
 'ds_brand_price_level_top_count_normalized' 'ds_category_full_nunique'
 'ds_category2_nunique' 'ds_category2_top_count' 'ds_category3_top_count'
 'ds_category4_top_count' 'ds_category4_top_count_normalized'
 'ds_category_last_nunique' 'ds_category_last_top_count'
 'ds_gender_nunique' 'ds_color_nunique' 'ds_color_top_count']","['users_sharing_1' 'users_sharing_10%+' 'users_sharing_3'
 'users_sharing_30%+' 'users_sharing_4' 'users_sharing_4+'
 'users_sharing_40%+' 'users_sharing_50%+' 'users_sharing_6'
 'users_sharing_6+' 'users_sharing_8' 'users_sharing_80%+'
 'users_sharing_90%+' 'item_appearance_q3' 'item_appearance_mean'
 'item_appearance_min' 'item_appearance_max' 'g_depth_2_edges_1'
 'g_depth_3_edges_2' 'g_depth_2_vertices' 'g_depth_2_possible_edges_0'
 'g_depth_3_vertices' 'g_depth_3_density_0' 'g_depth_3_possible_edges_1'
 'g_depth_3_possible_edges_2' 'g_depth_3_density_2' 'seconds_diff_max'
 'seconds_diff_mean' 'seconds_diff_q2' 'seconds_diff_q3' 'ds_price_min'
 'ds_price_q2' 'ds_price_q3' 'ds_brand_top_count_normalized'
 'ds_brand_price_level_top_count' 'ds_category_full_top_count'
 'ds_category_full_top_count_normalized' 'ds_category1_nunique'
 'ds_category1_top_count' 'ds_category1_top_count_normalized'
 'ds_category2_top_count_normalized' 'ds_category3_nunique'
 'ds_category3_top_count_normalized' 'ds_category4_nunique'
 'ds_category_last_top_count_normalized' 'ds_gender_top_count'
 'ds_gender_top_count_normalized' 'ds_color_top_count_normalized']",4,48,48
"[0 0 1 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1
 0 1 0 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1
 0 0 1 0 0 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 1 0]",0.052687574518539726,['itemknn' 'userknn' 'popular'],"['users_sharing_1+' 'users_sharing_10%+' 'users_sharing_2'
 'users_sharing_2+' 'users_sharing_20%+' 'users_sharing_6+'
 'users_sharing_60%+' 'users_sharing_8+' 'users_sharing_9+'
 'item_appearance_q1' 'item_appearance_q3' 'item_appearance_min'
 'item_appearance_max' 'g_depth_2_edges_1' 'g_depth_3_edges_2'
 'g_depth_2_edges_0' 'g_depth_2_density_0' 'g_depth_2_density_1'
 'g_depth_3_vertices' 'g_depth_3_edges_0' 'g_depth_3_possible_edges_0'
 'g_depth_3_possible_edges_1' 'g_depth_3_possible_edges_2'
 'seconds_diff_min' 'seconds_diff_max' 'seconds_diff_mean'
 'seconds_diff_q1' 'seconds_diff_q2' 'ds_price_q3' 'ds_brand_nunique'
 'ds_brand_top_count' 'ds_brand_top_count_normalized'
 'ds_brand_price_level_top_count_normalized'
 'ds_category_full_top_count_normalized' 'ds_category1_nunique'
 'ds_category1_top_count' 'ds_category1_top_count_normalized'
 'ds_category2_top_count' 'ds_category2_top_count_normalized'
 'ds_category3_top_count' 'ds_category3_top_count_normalized'
 'ds_category4_nunique' 'ds_category4_top_count_normalized'
 'ds_category_last_nunique' 'ds_category_last_top_count_normalized'
 'ds_gender_top_count_normalized' 'ds_color_top_count']","['unique_items' 'users_sharing_1' 'users_sharing_3' 'users_sharing_3+'
 'users_sharing_30%+' 'users_sharing_4' 'users_sharing_4+'
 'users_sharing_40%+' 'users_sharing_5' 'users_sharing_5+'
 'users_sharing_50%+' 'users_sharing_6' 'users_sharing_7'
 'users_sharing_7+' 'users_sharing_70%+' 'users_sharing_8'
 'users_sharing_80%+' 'users_sharing_9' 'users_sharing_90%+'
 'users_sharing_10' 'users_sharing_10+' 'users_sharing_100%+'
 'item_appearance_q2' 'item_appearance_mean' 'g_depth_2_vertices'
 'g_depth_2_possible_edges_0' 'g_depth_2_possible_edges_1'
 'g_depth_3_edges_1' 'g_depth_3_density_0' 'g_depth_3_density_1'
 'g_depth_3_density_2' 'seconds_diff_q3' 'ds_price_min' 'ds_price_max'
 'ds_price_mean' 'ds_price_q1' 'ds_price_q2'
 'ds_brand_price_level_nunique' 'ds_brand_price_level_top_count'
 'ds_category_full_nunique' 'ds_category_full_top_count'
 'ds_category2_nunique' 'ds_category3_nunique' 'ds_category4_top_count'
 'ds_category_last_top_count' 'ds_gender_nunique' 'ds_gender_top_count'
 'ds_color_nunique' 'ds_color_top_count_normalized']",3,47,49
"[0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0
 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 0 1 0
 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 1 1 1 0 0 0]",0.0568473750081817,['bpr' 'itemknn' 'userknn' 'popular'],"['users_sharing_1+' 'users_sharing_10%+' 'users_sharing_2+'
 'users_sharing_3' 'users_sharing_3+' 'users_sharing_4+'
 'users_sharing_50%+' 'users_sharing_60%+' 'users_sharing_7+'
 'users_sharing_8' 'users_sharing_80%+' 'users_sharing_9+'
 'users_sharing_10+' 'item_appearance_q2' 'item_appearance_mean'
 'item_appearance_max' 'g_depth_3_edges_2' 'g_depth_2_vertices'
 'g_depth_2_possible_edges_0' 'g_depth_2_density_0'
 'g_depth_2_possible_edges_1' 'g_depth_2_density_1' 'g_depth_3_edges_0'
 'g_depth_3_edges_1' 'g_depth_3_density_0' 'g_depth_3_possible_edges_2'
 'g_depth_3_density_2' 'seconds_diff_min' 'seconds_diff_q2' 'ds_price_min'
 'ds_price_q1' 'ds_price_q2' 'ds_brand_top_count'
 'ds_brand_price_level_nunique' 'ds_category_full_top_count'
 'ds_category2_nunique' 'ds_category2_top_count_normalized'
 'ds_category3_nunique' 'ds_category3_top_count' 'ds_category4_top_count'
 'ds_category4_top_count_normalized' 'ds_gender_nunique'
 'ds_gender_top_count' 'ds_gender_top_count_normalized']","['unique_items' 'users_sharing_1' 'users_sharing_2' 'users_sharing_20%+'
 'users_sharing_30%+' 'users_sharing_4' 'users_sharing_40%+'
 'users_sharing_5' 'users_sharing_5+' 'users_sharing_6' 'users_sharing_6+'
 'users_sharing_7' 'users_sharing_70%+' 'users_sharing_8+'
 'users_sharing_9' 'users_sharing_90%+' 'users_sharing_10'
 'users_sharing_100%+' 'item_appearance_q1' 'item_appearance_q3'
 'item_appearance_min' 'g_depth_2_edges_1' 'g_depth_2_edges_0'
 'g_depth_3_vertices' 'g_depth_3_possible_edges_0'
 'g_depth_3_possible_edges_1' 'g_depth_3_density_1' 'seconds_diff_max'
 'seconds_diff_mean' 'seconds_diff_q1' 'seconds_diff_q3' 'ds_price_max'
 'ds_price_mean' 'ds_price_q3' 'ds_brand_nunique'
 'ds_brand_top_count_normalized' 'ds_brand_price_level_top_count'
 'ds_brand_price_level_top_count_normalized' 'ds_category_full_nunique'
 'ds_category_full_top_count_normalized' 'ds_category1_nunique'
 'ds_category1_top_count' 'ds_category1_top_count_normalized'
 'ds_category2_top_count' 'ds_category3_top_count_normalized'
 'ds_category4_nunique' 'ds_category_last_nunique'
 'ds_category_last_top_count' 'ds_category_last_top_count_normalized'
 'ds_color_nunique' 'ds_color_top_count' 'ds_color_top_count_normalized']",4,44,52
